Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2032056,Technical Program Manager,BHEL,PSU/Govt,Consulting,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,On-Site,89.6,"Dependency Management, OKRs, System Design (basics), Executive Communication, JIRA, Budget Planning",MBA,18,944,2.7,2025-10-13
IND2032057,Technical Program Manager,SAP,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,29.7,"JIRA, OKRs, Confluence, Roadmapping, Executive Communication, Change Management, Dependency Management",M.Tech/M.E.,13,513,4.1,2024-08-01
IND2032058,Technical Program Manager,Cognizant,MNC,E-Commerce,Kochi,Tier 2,Mid (3-6 yrs),Part-Time,On-Site,21.7,"Executive Communication, Agile/Scrum, Budget Planning, OKRs, System Design (basics), Confluence, Dependency Management",MBA,1,2227,3.7,2025-11-27
IND2032059,Technical Program Manager,Indian Railways IT,PSU/Govt,FinTech,Chennai,Tier 1,Junior (1-3 yrs),Contract,Remote,18.3,"JIRA, Program Management, Risk Management, OKRs, System Design (basics), Confluence, Roadmapping",B.Tech/B.E.,16,1552,3.6,2024-08-13
IND2032060,Technical Program Manager,Google,MNC,FinTech,Kochi,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,75.5,"Confluence, System Design (basics), Cross-functional Coordination, OKRs, Program Management",M.Tech/M.E.,16,1631,4.1,2025-12-24
IND2032061,Technical Program Manager,HAL,PSU/Govt,E-Commerce,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Remote,36.1,"Dependency Management, Confluence, JIRA, Cross-functional Coordination, Risk Management, Agile/Scrum, System Design (basics)",M.Tech/M.E.,13,2222,3.9,2026-03-11
IND2032062,Technical Program Manager,Adobe,MNC,Information Technology,Pune,Tier 1,Mid (3-6 yrs),Contract,Remote,30.1,"Agile/Scrum, Executive Communication, Stakeholder Management, System Design (basics), Program Management, Risk Management, Change Management",B.Tech/B.E.,11,2261,3.3,2025-06-16
IND2032063,Technical Program Manager,Leadsquared,Startup,E-Commerce,Ahmedabad,Tier 2,Mid (3-6 yrs),Contract,On-Site,31.2,"Dependency Management, Program Management, Budget Planning, Confluence, Risk Management, Agile/Scrum, Cross-functional Coordination",MBA,3,708,3.9,2026-02-26
IND2032064,Technical Program Manager,SAP,MNC,Information Technology,Bhubaneswar,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.1,"Change Management, Executive Communication, Cross-functional Coordination, OKRs, Budget Planning",M.Tech/M.E.,2,63,3.8,2025-03-21
IND2032065,Technical Program Manager,Razorpay,Indian Unicorn,Consulting,Indore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,7.3,"Risk Management, Dependency Management, Agile/Scrum, System Design (basics), Program Management",M.Tech/M.E.,1,1283,2.9,2025-09-06
IND2032066,Technical Program Manager,BHEL,PSU/Govt,Consulting,Nagpur,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,39.9,"System Design (basics), Confluence, JIRA, Risk Management",M.Tech/M.E.,7,120,3.3,2024-12-03
IND2032067,Technical Program Manager,DRDO,PSU/Govt,Information Technology,Kochi,Tier 2,Senior (6-10 yrs),Contract,Hybrid,85.9,"Confluence, Risk Management, Roadmapping, OKRs, Dependency Management, Cross-functional Coordination",M.Tech/M.E.,12,944,4.2,2024-09-15
IND2032068,Technical Program Manager,Zoho,Startup,Consulting,Lucknow,Tier 2,Fresher (0-1 yr),Contract,Remote,5.1,"Stakeholder Management, Confluence, Cross-functional Coordination, Budget Planning, Agile/Scrum",B.Tech/B.E.,20,2113,3.9,2025-09-12
IND2032069,Technical Program Manager,ISRO,PSU/Govt,Information Technology,Lucknow,Tier 2,Fresher (0-1 yr),Internship,Hybrid,5.2,"Agile/Scrum, Dependency Management, Roadmapping, Change Management",MBA,1,1451,4.0,2025-07-10
IND2032070,Technical Program Manager,DRDO,PSU/Govt,E-Commerce,Hyderabad,Tier 1,Senior (6-10 yrs),Internship,On-Site,75.7,"Change Management, OKRs, Agile/Scrum, Cross-functional Coordination, Stakeholder Management, Dependency Management, System Design (basics)",B.Tech/B.E.,5,1880,3.3,2025-11-23
IND2032071,Technical Program Manager,TCS,MNC,Information Technology,Jaipur,Tier 2,Mid (3-6 yrs),Internship,On-Site,23.0,"Risk Management, OKRs, Change Management, Agile/Scrum",M.Tech/M.E.,9,2393,3.5,2025-10-25
IND2032072,Technical Program Manager,Capgemini,MNC,Consulting,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,Remote,139.5,"Stakeholder Management, OKRs, Executive Communication, Budget Planning, Risk Management",M.Tech/M.E.,10,1481,2.8,2024-06-07
IND2032073,Technical Program Manager,PhonePe,Indian Unicorn,E-Commerce,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,26.3,"OKRs, Change Management, System Design (basics), Agile/Scrum, Dependency Management, Confluence, Risk Management",MBA,13,1074,4.1,2025-06-11
IND2032074,Technical Program Manager,NIC,PSU/Govt,FinTech,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Remote,8.4,"JIRA, OKRs, Roadmapping, Cross-functional Coordination, Agile/Scrum, Executive Communication, Risk Management",MBA,8,1946,3.1,2026-01-14
IND2032075,Technical Program Manager,Microsoft,MNC,Consulting,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,Remote,84.0,"Stakeholder Management, System Design (basics), OKRs, Risk Management",MBA,15,828,2.9,2025-06-06
IND2032076,Technical Program Manager,Leadsquared,Startup,E-Commerce,Ahmedabad,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,79.1,"Budget Planning, Cross-functional Coordination, Risk Management, Stakeholder Management, Program Management, Roadmapping, Dependency Management",M.Tech/M.E.,16,562,3.0,2025-06-15
IND2032077,Technical Program Manager,Indian Railways IT,PSU/Govt,FinTech,Lucknow,Tier 2,Mid (3-6 yrs),Part-Time,On-Site,41.5,"OKRs, Stakeholder Management, Roadmapping, Agile/Scrum, Dependency Management, Change Management",B.Tech/B.E.,7,2005,3.3,2024-10-23
IND2032078,Technical Program Manager,Mensa Brands,Indian Unicorn,Consulting,Ahmedabad,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,43.3,"Confluence, Roadmapping, Dependency Management, Risk Management",MBA,9,1773,4.2,2024-07-29
IND2032079,Technical Program Manager,Accenture,MNC,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,8.4,"Program Management, Cross-functional Coordination, Confluence, Change Management",B.Tech/B.E.,6,1589,2.8,2025-04-27
IND2032080,Technical Program Manager,Razorpay,Startup,Information Technology,Kolkata,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,5.2,"Executive Communication, Agile/Scrum, Cross-functional Coordination, Risk Management",MBA,14,1404,3.3,2026-03-13
IND2032081,Technical Program Manager,Niyo,Startup,FinTech,Lucknow,Tier 2,Fresher (0-1 yr),Full-Time,Remote,9.2,"Confluence, Agile/Scrum, Cross-functional Coordination, Budget Planning, Change Management, Dependency Management",M.Tech/M.E.,18,1403,2.6,2026-04-26
IND2032082,Technical Program Manager,DRDO,PSU/Govt,E-Commerce,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,56.2,"Stakeholder Management, Roadmapping, Executive Communication, OKRs, JIRA, Cross-functional Coordination",B.Tech/B.E.,12,108,3.0,2025-05-31
IND2032083,Technical Program Manager,Swiggy,Indian Unicorn,Information Technology,Ahmedabad,Tier 2,Junior (1-3 yrs),Internship,On-Site,21.5,"JIRA, Agile/Scrum, System Design (basics), Dependency Management, Cross-functional Coordination, Executive Communication",M.Tech/M.E.,18,420,3.3,2024-08-28
IND2032084,Technical Program Manager,Zoho,Startup,FinTech,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,Remote,88.2,"Risk Management, JIRA, Roadmapping, Stakeholder Management, Dependency Management, Agile/Scrum",B.Tech/B.E.,1,1529,3.6,2024-12-23
IND2032085,Technical Program Manager,BHEL,PSU/Govt,FinTech,Chandigarh,Tier 2,Lead (10+ yrs),Full-Time,On-Site,89.1,"Executive Communication, Program Management, Dependency Management, JIRA, Risk Management",MBA,8,2120,2.5,2025-07-20
IND2032086,Technical Program Manager,Niyo,Startup,FinTech,Coimbatore,Tier 2,Lead (10+ yrs),Full-Time,On-Site,135.9,"Agile/Scrum, Cross-functional Coordination, Program Management, Budget Planning, JIRA, Change Management, OKRs",MBA,10,966,3.4,2025-05-23
IND2032087,Technical Program Manager,Zomato,Indian Unicorn,Consulting,Nagpur,Tier 2,Mid (3-6 yrs),Internship,Hybrid,31.6,"Roadmapping, Confluence, Cross-functional Coordination, System Design (basics), Agile/Scrum",MBA,4,1615,3.4,2025-03-01
IND2032088,Technical Program Manager,BYJU's,Indian Unicorn,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,35.9,"Cross-functional Coordination, Dependency Management, Program Management, Change Management, System Design (basics), Roadmapping, Executive Communication",MBA,14,1381,3.6,2024-12-15
IND2032089,Technical Program Manager,HAL,PSU/Govt,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,Remote,6.9,"Confluence, JIRA, Cross-functional Coordination, OKRs, Budget Planning, System Design (basics)",B.Tech/B.E.,6,2298,2.9,2024-10-31
IND2032090,Technical Program Manager,Cognizant,MNC,Information Technology,Coimbatore,Tier 2,Senior (6-10 yrs),Contract,On-Site,44.4,"Stakeholder Management, Cross-functional Coordination, Roadmapping, Risk Management, Program Management, OKRs, Agile/Scrum",MBA,2,949,3.9,2024-11-22
IND2032091,Technical Program Manager,Swiggy,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Contract,Hybrid,43.5,"Cross-functional Coordination, Stakeholder Management, Dependency Management, Roadmapping, Agile/Scrum",B.Tech/B.E.,17,377,3.4,2024-11-28
IND2032092,Technical Program Manager,Capgemini,MNC,FinTech,Chandigarh,Tier 2,Lead (10+ yrs),Full-Time,On-Site,113.5,"OKRs, Confluence, Budget Planning, Executive Communication, Agile/Scrum",M.Tech/M.E.,15,260,4.3,2024-07-21
IND2032093,Technical Program Manager,Zomato,Indian Unicorn,Consulting,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,62.3,"Risk Management, Confluence, Budget Planning, System Design (basics), Cross-functional Coordination, Roadmapping",M.Tech/M.E.,15,1562,3.0,2024-10-25
IND2032094,Technical Program Manager,ONGC,PSU/Govt,E-Commerce,Coimbatore,Tier 2,Senior (6-10 yrs),Contract,Remote,37.1,"OKRs, JIRA, Program Management, Dependency Management, Roadmapping, Change Management",M.Tech/M.E.,11,1163,2.6,2025-11-28
IND2032095,Technical Program Manager,Delhivery,Indian Unicorn,FinTech,Ahmedabad,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,13.8,"Program Management, Agile/Scrum, Change Management, Executive Communication, System Design (basics), Dependency Management, Confluence",MBA,5,1461,3.1,2024-08-03
IND2032096,Technical Program Manager,BSNL,PSU/Govt,E-Commerce,Pune,Tier 1,Senior (6-10 yrs),Internship,On-Site,80.2,"Executive Communication, OKRs, Dependency Management, System Design (basics)",MBA,11,295,3.2,2024-07-30
IND2032097,Technical Program Manager,ONGC,PSU/Govt,Consulting,Mumbai,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,43.9,"Program Management, System Design (basics), Risk Management, Roadmapping",M.Tech/M.E.,10,166,3.9,2025-06-21
IND2032098,Technical Program Manager,PhonePe,Indian Unicorn,Consulting,Jaipur,Tier 2,Junior (1-3 yrs),Full-Time,Remote,21.5,"Change Management, OKRs, Risk Management, Executive Communication, Roadmapping, Confluence",MBA,7,389,3.3,2024-09-04
IND2032099,Technical Program Manager,Recko,Startup,Consulting,Pune,Tier 1,Lead (10+ yrs),Full-Time,Remote,107.4,"Program Management, Risk Management, Change Management, System Design (basics), Executive Communication, Dependency Management, Roadmapping",B.Tech/B.E.,18,366,4.0,2026-02-16
IND2032100,IT Project Manager,Razorpay,Indian Unicorn,Government/PSU,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,4.9,"Stakeholder Management, Resource Planning, Waterfall, MS Project",MBA,14,852,4.1,2025-06-04
IND2032101,IT Project Manager,HAL,PSU/Govt,Consulting,Indore,Tier 2,Fresher (0-1 yr),Full-Time,Remote,4.8,"Agile, Resource Planning, Vendor Management, Risk Management",MBA,5,2176,4.0,2025-09-07
IND2032102,IT Project Manager,Google,MNC,Banking & Finance,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,53.6,"Change Management, Stakeholder Management, MS Project, SLA Management",MCA,2,2375,3.1,2024-12-13
IND2032103,IT Project Manager,Razorpay,Startup,Banking & Finance,Lucknow,Tier 2,Fresher (0-1 yr),Internship,Hybrid,4.4,"JIRA, MS Project, Agile, Stakeholder Management, Resource Planning",MBA,20,1665,3.1,2025-02-27
IND2032104,IT Project Manager,ONGC,PSU/Govt,Banking & Finance,Jaipur,Tier 2,Fresher (0-1 yr),Part-Time,Hybrid,4.6,"Confluence, PMP, SLA Management, JIRA",B.Tech/B.E.,16,1520,3.5,2025-07-22
IND2032105,IT Project Manager,Darwinbox,Startup,Banking & Finance,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,38.0,"Vendor Management, Resource Planning, SLA Management, Status Reporting",MCA,14,927,2.9,2025-04-20
IND2032106,IT Project Manager,Groww,Indian Unicorn,Information Technology,Bhubaneswar,Tier 2,Junior (1-3 yrs),Contract,Hybrid,15.7,"JIRA, Waterfall, PMP, Change Management, Agile, Status Reporting",MCA,7,2241,2.9,2024-10-18
IND2032107,IT Project Manager,Infosys,MNC,Information Technology,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.4,"Risk Management, Status Reporting, Change Management, Budget Management, Waterfall",MCA,3,2257,2.6,2024-06-29
IND2032108,IT Project Manager,Amazon,MNC,Banking & Finance,Coimbatore,Tier 2,Lead (10+ yrs),Full-Time,On-Site,58.5,"Change Management, PMP, Stakeholder Management, Waterfall, Budget Management, Vendor Management, Confluence",B.Tech/B.E.,20,509,3.2,2024-07-22
IND2032109,IT Project Manager,Wipro,MNC,Banking & Finance,Nagpur,Tier 2,Fresher (0-1 yr),Contract,On-Site,4.2,"PMP, Resource Planning, Risk Management, Agile, Change Management, Confluence",MBA,18,2256,2.8,2025-04-12
IND2032110,IT Project Manager,Leadsquared,Startup,Information Technology,Bhubaneswar,Tier 2,Lead (10+ yrs),Internship,Hybrid,112.2,"Change Management, Agile, Stakeholder Management, MS Project",MBA,4,77,2.8,2024-06-19
IND2032111,IT Project Manager,ISRO,PSU/Govt,Information Technology,Bangalore,Tier 1,Mid (3-6 yrs),Contract,Remote,21.2,"JIRA, MS Project, Confluence, Budget Management, Resource Planning, Vendor Management, Waterfall",MBA,13,2249,3.3,2026-04-04
IND2032112,IT Project Manager,SAP,MNC,Banking & Finance,Mumbai,Tier 1,Lead (10+ yrs),Full-Time,On-Site,100.6,"MS Project, Risk Management, Agile, Vendor Management, Stakeholder Management, Waterfall, Status Reporting",B.Tech/B.E.,5,1821,3.7,2025-10-08
IND2032113,IT Project Manager,Adobe,MNC,Banking & Finance,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,58.3,"SLA Management, JIRA, Waterfall, Resource Planning, Stakeholder Management",MCA,19,319,3.5,2024-06-02
IND2032114,IT Project Manager,Microsoft,MNC,Government/PSU,Mumbai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,33.8,"Stakeholder Management, Budget Management, PMP, Vendor Management, Risk Management, Waterfall, Status Reporting",MBA,3,1420,3.2,2024-11-12
IND2032115,IT Project Manager,ONGC,PSU/Govt,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Remote,13.6,"MS Project, Confluence, Budget Management, Vendor Management, SLA Management",MCA,15,1238,2.9,2025-06-06
IND2032116,IT Project Manager,Dream11,Indian Unicorn,Banking & Finance,Remote,Remote,Senior (6-10 yrs),Internship,On-Site,56.2,"Stakeholder Management, JIRA, Status Reporting, Confluence",B.Tech/B.E.,8,823,2.7,2025-10-10
IND2032117,IT Project Manager,ISRO,PSU/Govt,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Contract,On-Site,13.0,"Risk Management, Confluence, Vendor Management, Agile, PMP, Resource Planning, Change Management",B.Tech/B.E.,16,881,2.8,2025-01-31
IND2032118,IT Project Manager,ONGC,PSU/Govt,Consulting,Hyderabad,Tier 1,Senior (6-10 yrs),Contract,Hybrid,70.8,"Change Management, JIRA, MS Project, Risk Management, SLA Management, Vendor Management, Agile",MCA,19,581,3.1,2026-01-31
IND2032119,IT Project Manager,Keka,Startup,Banking & Finance,Mumbai,Tier 1,Lead (10+ yrs),Full-Time,On-Site,118.4,"Change Management, SLA Management, Vendor Management, PMP, Budget Management",B.Tech/B.E.,5,519,2.8,2025-04-13
IND2032120,IT Project Manager,Amazon,MNC,Consulting,Kolkata,Tier 2,Mid (3-6 yrs),Internship,Remote,16.7,"Agile, Stakeholder Management, Risk Management, JIRA",B.Tech/B.E.,1,557,2.9,2025-12-07
IND2032121,IT Project Manager,NIC,PSU/Govt,Consulting,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Remote,46.0,"Agile, Risk Management, Vendor Management, Change Management, Resource Planning, MS Project",B.Tech/B.E.,3,1856,2.7,2025-11-21
IND2032122,IT Project Manager,Open Financial,Startup,Government/PSU,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,33.7,"Status Reporting, PMP, SLA Management, Resource Planning, Risk Management, MS Project",B.Tech/B.E.,16,621,3.2,2024-11-16
IND2032123,IT Project Manager,NIC,PSU/Govt,Information Technology,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Remote,6.6,"Agile, Stakeholder Management, Vendor Management, SLA Management",MBA,15,614,3.5,2025-12-19
IND2032124,IT Project Manager,ISRO,PSU/Govt,Consulting,Ahmedabad,Tier 2,Fresher (0-1 yr),Contract,On-Site,3.9,"Resource Planning, Waterfall, Agile, JIRA, MS Project",B.Tech/B.E.,4,622,4.1,2025-11-18
IND2032125,IT Project Manager,HAL,PSU/Govt,Government/PSU,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Remote,20.5,"JIRA, PMP, Budget Management, Resource Planning",MBA,5,578,3.9,2025-10-27
IND2032126,IT Project Manager,BHEL,PSU/Govt,Information Technology,Ahmedabad,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,28.0,"Stakeholder Management, Change Management, PMP, Resource Planning, JIRA, Status Reporting",B.Tech/B.E.,6,353,3.8,2025-07-16
IND2032127,IT Project Manager,Mensa Brands,Indian Unicorn,Government/PSU,Kolkata,Tier 2,Senior (6-10 yrs),Full-Time,Remote,63.7,"Budget Management, SLA Management, Agile, PMP",MBA,3,920,2.6,2024-12-18
IND2032128,IT Project Manager,Razorpay,Indian Unicorn,Consulting,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,On-Site,67.4,"Resource Planning, JIRA, Budget Management, PMP, Stakeholder Management, Agile",B.Tech/B.E.,13,2127,3.2,2025-03-05
IND2032129,IT Project Manager,Spinny,Indian Unicorn,Banking & Finance,Indore,Tier 2,Fresher (0-1 yr),Full-Time,Remote,3.4,"JIRA, Waterfall, Resource Planning, Budget Management, Status Reporting",B.Tech/B.E.,8,2174,3.4,2025-03-26
IND2032130,IT Project Manager,Cognizant,MNC,Consulting,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,115.2,"Change Management, Confluence, Status Reporting, Resource Planning",B.Tech/B.E.,7,1998,3.2,2026-04-08
IND2032131,IT Project Manager,Razorpay,Indian Unicorn,Information Technology,Chennai,Tier 1,Mid (3-6 yrs),Part-Time,On-Site,33.2,"Stakeholder Management, Status Reporting, Change Management, Vendor Management, Budget Management",MBA,13,587,4.1,2026-04-11
IND2032132,IT Project Manager,DRDO,PSU/Govt,Government/PSU,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,17.1,"Vendor Management, MS Project, PMP, Risk Management, Status Reporting",MCA,4,2208,3.5,2024-11-25
IND2032133,IT Project Manager,Zomato,Indian Unicorn,Banking & Finance,Coimbatore,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,27.1,"MS Project, Status Reporting, JIRA, Agile",MBA,19,165,3.1,2025-11-27
IND2032134,IT Project Manager,Swiggy,Indian Unicorn,Consulting,Jaipur,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,24.6,"Status Reporting, Resource Planning, MS Project, Waterfall",MBA,10,2051,2.8,2026-04-06
IND2032135,IT Project Manager,Wipro,MNC,Consulting,Kolkata,Tier 2,Fresher (0-1 yr),Contract,On-Site,5.4,"PMP, SLA Management, MS Project, JIRA",MCA,2,1727,3.3,2024-09-24
IND2032136,IT Project Manager,Zomato,Indian Unicorn,Consulting,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,Remote,112.1,"PMP, Confluence, Status Reporting, Risk Management",MBA,9,346,2.8,2025-03-05
IND2032137,IT Project Manager,Indian Railways IT,PSU/Govt,Information Technology,Kolkata,Tier 2,Senior (6-10 yrs),Internship,On-Site,73.9,"Waterfall, JIRA, Resource Planning, Agile, PMP, Vendor Management",MCA,16,2177,3.8,2025-01-09
IND2032138,IT Project Manager,BHEL,PSU/Govt,Information Technology,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,73.8,"Status Reporting, Agile, Resource Planning, MS Project, JIRA, Risk Management",B.Tech/B.E.,16,1269,2.9,2025-04-24
IND2032139,IT Project Manager,Mensa Brands,Indian Unicorn,Banking & Finance,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,60.6,"Change Management, Agile, Risk Management, PMP, Confluence, Waterfall",MBA,5,2019,4.0,2025-07-26
IND2032140,IT Project Manager,Oracle,MNC,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,7.0,"JIRA, PMP, Change Management, Budget Management, Waterfall, MS Project, Agile",B.Tech/B.E.,18,2353,2.9,2025-03-20
IND2032141,IT Project Manager,Microsoft,MNC,Consulting,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Remote,7.7,"Change Management, Budget Management, JIRA, Agile, Vendor Management, Confluence",MBA,5,403,3.3,2024-06-08
IND2032142,IT Project Manager,ISRO,PSU/Govt,Consulting,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,Remote,9.7,"Budget Management, Status Reporting, Vendor Management, Risk Management",B.Tech/B.E.,10,1168,3.3,2025-07-24
IND2032143,IT Project Manager,HAL,PSU/Govt,Government/PSU,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,Remote,20.0,"Waterfall, JIRA, Status Reporting, Resource Planning",B.Tech/B.E.,3,862,4.1,2025-03-11
IND2032144,IT Project Manager,Cognizant,MNC,Information Technology,Jaipur,Tier 2,Mid (3-6 yrs),Contract,Hybrid,31.4,"Stakeholder Management, Resource Planning, Change Management, MS Project, Budget Management, Waterfall",MBA,10,1328,4.1,2024-12-18
IND2032145,IT Project Manager,PhonePe,Indian Unicorn,Consulting,Mumbai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,19.2,"JIRA, Resource Planning, Vendor Management, Confluence",MBA,12,464,3.4,2025-04-16
IND2032146,IT Project Manager,Hasura,Startup,Government/PSU,Lucknow,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,101.4,"Change Management, PMP, Resource Planning, Vendor Management, Agile, Budget Management, Stakeholder Management",MBA,13,1674,3.3,2025-10-11
IND2032147,IT Project Manager,BHEL,PSU/Govt,Government/PSU,Nagpur,Tier 2,Fresher (0-1 yr),Internship,Remote,8.1,"MS Project, Waterfall, Agile, Resource Planning, Change Management, JIRA",B.Tech/B.E.,1,2098,3.3,2025-01-06
IND2032148,IT Project Manager,Tech Mahindra,MNC,Consulting,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Remote,35.5,"Vendor Management, MS Project, Waterfall, Change Management, Risk Management",MCA,18,237,4.2,2025-08-20
IND2032149,IT Project Manager,Chargebee,Startup,Banking & Finance,Nagpur,Tier 2,Senior (6-10 yrs),Contract,Remote,75.8,"Vendor Management, Confluence, Agile, Status Reporting, Stakeholder Management",B.Tech/B.E.,4,936,3.8,2025-07-02
IND2032150,IT Project Manager,Zoho,Startup,Banking & Finance,Hyderabad,Tier 1,Junior (1-3 yrs),Contract,Remote,7.6,"Confluence, Stakeholder Management, Budget Management, MS Project, Change Management, PMP, Risk Management",B.Tech/B.E.,10,1817,2.7,2025-08-11
IND2032151,IT Project Manager,HAL,PSU/Govt,Government/PSU,Kolkata,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,8.7,"PMP, Resource Planning, Agile, Vendor Management, MS Project",B.Tech/B.E.,7,2291,4.1,2024-11-01
IND2032152,IT Project Manager,BSNL,PSU/Govt,Consulting,Bangalore,Tier 1,Junior (1-3 yrs),Contract,Remote,9.6,"Change Management, SLA Management, Status Reporting, Risk Management",B.Tech/B.E.,6,532,4.2,2024-06-29
IND2032153,IT Project Manager,Tech Mahindra,MNC,Government/PSU,Bhubaneswar,Tier 2,Mid (3-6 yrs),Part-Time,Hybrid,36.3,"Risk Management, Waterfall, Agile, Confluence, PMP, JIRA",MBA,15,1300,3.7,2024-08-22
IND2032154,IT Project Manager,Mensa Brands,Indian Unicorn,Government/PSU,Ahmedabad,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,4.2,"Resource Planning, Risk Management, Confluence, PMP",MBA,15,570,2.9,2025-02-28
IND2032155,IT Project Manager,Zomato,Indian Unicorn,Information Technology,Kolkata,Tier 2,Fresher (0-1 yr),Full-Time,Remote,4.7,"Vendor Management, PMP, JIRA, Status Reporting, Waterfall, Risk Management",B.Tech/B.E.,10,2216,3.3,2024-12-21
IND2032156,IT Project Manager,HAL,PSU/Govt,Banking & Finance,Nagpur,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,7.9,"Agile, Confluence, Status Reporting, MS Project",MBA,19,2078,3.5,2026-01-15
IND2032157,IT Project Manager,SAP,MNC,Banking & Finance,Pune,Tier 1,Senior (6-10 yrs),Internship,On-Site,31.7,"Waterfall, Resource Planning, Change Management, Risk Management, SLA Management, Budget Management",MCA,6,1321,3.3,2025-10-04
IND2032158,IT Project Manager,Hasura,Startup,Government/PSU,Bangalore,Tier 1,Mid (3-6 yrs),Internship,Hybrid,38.3,"Budget Management, Resource Planning, Agile, Risk Management, Waterfall, Status Reporting, SLA Management",B.Tech/B.E.,14,1140,2.5,2026-03-02
IND2032159,IT Project Manager,Capgemini,MNC,Government/PSU,Hyderabad,Tier 1,Mid (3-6 yrs),Contract,On-Site,28.1,"Change Management, Waterfall, Budget Management, SLA Management, PMP",B.Tech/B.E.,4,1517,2.8,2025-10-05
IND2032160,IT Project Manager,Leadsquared,Startup,Government/PSU,Ahmedabad,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,8.6,"Waterfall, SLA Management, Confluence, JIRA",B.Tech/B.E.,19,661,3.5,2025-12-04
IND2032161,IT Project Manager,Slice,Indian Unicorn,Information Technology,Jaipur,Tier 2,Lead (10+ yrs),Full-Time,On-Site,93.0,"SLA Management, Vendor Management, JIRA, Change Management, Status Reporting",B.Tech/B.E.,7,1657,4.3,2026-02-10
IND2032162,IT Project Manager,Niyo,Startup,Consulting,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,29.3,"Change Management, Budget Management, Risk Management, Status Reporting, MS Project, Waterfall, PMP",MCA,12,1976,3.3,2024-07-27
IND2032163,IT Project Manager,Google,MNC,Government/PSU,Chandigarh,Tier 2,Mid (3-6 yrs),Full-Time,Remote,23.5,"Risk Management, JIRA, Confluence, Waterfall",MCA,12,1197,2.7,2024-10-31
